ref_area.label,,,,time,obs_value
Bhutan,,,,2015,5.61
Bhutan,,,,2015,10.56
Botswana,,,,2023,24.1
Botswana,,,,2023,20.85
Botswana,,,,2023,27.81
Botswana,,,,2022,24.62
Botswana,,,,2022,20.95
Botswana,,,,2022,28.65
Botswana,,,,2021,20.45
Botswana,,,,2021,17.08
Botswana,,,,2021,23.99
Botswana,,,,2020,24.01
Botswana,,,,2020,20.28
Botswana,,,,2020,27.94
Botswana,,,,2019,25.05
Botswana,,,,2019,21.48
Botswana,,,,2019,28.86
Botswana,,,,2010,15.47
Botswana,,,,2010,12.43
Botswana,,,,2010,19.06
Botswana,,,,2006,15.6
Botswana,,,,2006,13.22
Botswana,,,,2006,18.17
Botswana,,,,1996,10.56
Botswana,,,,1996,7.13
Botswana,,,,1996,14.69
Canada,,,,2024,40.13
Canada,,,,2024,32.44
Canada,,,,2024,48.66
Canada,,,,2023,40.14
Canada,,,,2023,32.28
Canada,,,,2023,48.8
Canada,,,,2022,41.6
Canada,,,,2022,33.52
Canada,,,,2022,50.49
Canada,,,,2021,40.62
Canada,,,,2021,32.93
Canada,,,,2021,49.17
Canada,,,,2020,43.15
Canada,,,,2020,35.41
Canada,,,,2020,51.83
Canada,,,,2019,43.45
Canada,,,,2019,35.14
Canada,,,,2019,52.64
Canada,,,,2018,40.38
Canada,,,,2018,31.62
Canada,,,,2018,50.08
Canada,,,,2017,42.97
Canada,,,,2017,34.44
Canada,,,,2017,52.41
Canada,,,,2016,41.87
Canada,,,,2016,33.01
Canada,,,,2016,51.64
Canada,,,,2015,41.86
Canada,,,,2015,32.92
Canada,,,,2015,51.78
Canada,,,,2014,44.22
Canada,,,,2014,35.34
Canada,,,,2014,54.05
Canada,,,,2013,41.5
Canada,,,,2013,32.56
Canada,,,,2013,51.37
Canada,,,,2012,40.24
Canada,,,,2012,31.03
Canada,,,,2012,50.43
Canada,,,,2011,41.79
Canada,,,,2011,32.82
Canada,,,,2011,51.73
Canada,,,,2010,42.48
Canada,,,,2010,33.01
Canada,,,,2010,52.87
Canada,,,,2009,44.1
Canada,,,,2009,35.04
Canada,,,,2009,53.99
Canada,,,,2008,40.81
Canada,,,,2008,31.48
Canada,,,,2008,51.24
Canada,,,,2007,39.6
Canada,,,,2007,30.1
Canada,,,,2007,50.25
Canada,,,,2006,41.1
Canada,,,,2006,31.67
Canada,,,,2006,51.77
Canada,,,,2005,39.47
Canada,,,,2005,29.8
Canada,,,,2005,50.47
Canada,,,,2004,40.75
Canada,,,,2004,30.71
Canada,,,,2004,52.16
Canada,,,,2003,42.49
Canada,,,,2003,32.78
Canada,,,,2003,53.56
Canada,,,,2002,39.21
Canada,,,,2002,29.33
Canada,,,,2002,50.57
Canada,,,,2001,38.37
Canada,,,,2001,28.76
Canada,,,,2001,49.53
Canada,,,,2000,34.98
Canada,,,,2000,25.19
Canada,,,,2000,46.46
Canada,,,,1999,36.84
Canada,,,,1999,26.89
Canada,,,,1999,48.58
Canada,,,,1998,38.07
Canada,,,,1998,27.93
Canada,,,,1998,50.09
Canada,,,,1997,36.68
Canada,,,,1997,26.32
Canada,,,,1997,49.11
Canada,,,,1996,36.97
Canada,,,,1996,26.84
Canada,,,,1996,49.14
Canada,,,,1995,38.28
Canada,,,,1995,28.34
Canada,,,,1995,50.22
Canada,,,,1994,37.09
Canada,,,,1994,27.16
Canada,,,,1994,49.09
Canada,,,,1993,39.07
Canada,,,,1993,29.32
Canada,,,,1993,50.83
Canada,,,,1992,40.59
Canada,,,,1992,31.18
Canada,,,,1992,51.95
Canada,,,,1991,36.95
Canada,,,,1991,27.5
Canada,,,,1991,48.48
Canada,,,,1990,33.35
Canada,,,,1990,24.05
Canada,,,,1990,45
Canada,,,,1989,31.45
Canada,,,,1989,22
Canada,,,,1989,43.53
Canada,,,,1988,35.09
Canada,,,,1988,25.61
Canada,,,,1988,47.39
Canada,,,,1987,38.25
Canada,,,,1987,28.98
Canada,,,,1987,50.52
Canada,,,,1986,35.63
Canada,,,,1986,26.61
Canada,,,,1986,47.69
Canada,,,,1985,35.72
Canada,,,,1985,26.41
Canada,,,,1985,48.31
Canada,,,,1984,35.66
Canada,,,,1984,26.91
Canada,,,,1984,47.74
Canada,,,,1983,36.16
Canada,,,,1983,27.46
Canada,,,,1983,48.28
Canada,,,,1982,36.94
Canada,,,,1982,28.32
Canada,,,,1982,49.24
Canada,,,,1981,37.68
Canada,,,,1981,29.21
Canada,,,,1981,50.21
Canada,,,,1980,33.6
Canada,,,,1980,25.28
Canada,,,,1980,46.3
Canada,,,,1979,30.19
Canada,,,,1979,22.08
Canada,,,,1979,42.98
Canada,,,,1978,30.88
Canada,,,,1978,23.09
Canada,,,,1978,43.5
Canada,,,,1977,34.05
Canada,,,,1977,26.21
Canada,,,,1977,47.06
Canada,,,,1976,34.78
Canada,,,,1976,27.26
Canada,,,,1976,47.52
Switzerland,,,,2023,34.42
Switzerland,,,,2023,21.03
Switzerland,,,,2023,49.71
Switzerland,,,,2022,33.68
Switzerland,,,,2022,20.12
Switzerland,,,,2022,49.18
Switzerland,,,,2021,35.36
Switzerland,,,,2021,22
Switzerland,,,,2021,50.56
Switzerland,,,,2020,37.21
Switzerland,,,,2020,24.73
Switzerland,,,,2020,51.48
Switzerland,,,,2019,36.04
Switzerland,,,,2019,22.56
Switzerland,,,,2019,51.42
Switzerland,,,,2018,35.63
Switzerland,,,,2018,22.43
Switzerland,,,,2018,50.83
Switzerland,,,,2017,35.77
Switzerland,,,,2017,22.72
Switzerland,,,,2017,50.87
Switzerland,,,,2016,35.25
Switzerland,,,,2016,21.6
Switzerland,,,,2016,50.93
Switzerland,,,,2015,35.22
Switzerland,,,,2015,21.4
Switzerland,,,,2015,51.15
Switzerland,,,,2014,35.64
Switzerland,,,,2014,22.07
Switzerland,,,,2014,51.35
Switzerland,,,,2013,34.82
Switzerland,,,,2013,20.33
Switzerland,,,,2013,51.77
Switzerland,,,,2012,34.55
Switzerland,,,,2012,20.09
Switzerland,,,,2012,51.6
Switzerland,,,,2011,33.82
Switzerland,,,,2011,19.39
Switzerland,,,,2011,50.98
Switzerland,,,,2010,33.88
Switzerland,,,,2010,19.3
Switzerland,,,,2010,51.27
Switzerland,,,,2009,35.11
Switzerland,,,,2009,20.12
Switzerland,,,,2009,52.69
Switzerland,,,,2008,33.65
Switzerland,,,,2008,18.29
Switzerland,,,,2008,51.77
Switzerland,,,,2007,35.37
Switzerland,,,,2007,19.85
Switzerland,,,,2007,54.21
Switzerland,,,,2006,33.09
Switzerland,,,,2006,17.2
Switzerland,,,,2006,52.25
Switzerland,,,,2005,33.29
Switzerland,,,,2005,17.2
Switzerland,,,,2005,52.69
Switzerland,,,,2004,33.26
Switzerland,,,,2004,17.61
Switzerland,,,,2004,52.3
Switzerland,,,,2003,33.76
Switzerland,,,,2003,18.65
Switzerland,,,,2003,52.18
Switzerland,,,,2002,34.35
Switzerland,,,,2002,19.83
Switzerland,,,,2002,52.01
Switzerland,,,,2001,32.93
Switzerland,,,,2001,18.41
Switzerland,,,,2001,51.11
Switzerland,,,,2000,33.69
Switzerland,,,,2000,18.88
Switzerland,,,,2000,52.54
Switzerland,,,,1999,34.8
Switzerland,,,,1999,20.11
Switzerland,,,,1999,53.38
Switzerland,,,,1998,35.3
Switzerland,,,,1998,20.44
Switzerland,,,,1998,54.21
Switzerland,,,,1997,35.58
Switzerland,,,,1997,20.78
Switzerland,,,,1997,54.59
Switzerland,,,,1996,35.12
Switzerland,,,,1996,21.01
Switzerland,,,,1996,53.49
Switzerland,,,,1995,32.75
Switzerland,,,,1995,17.78
Switzerland,,,,1995,53.63
Switzerland,,,,1994,34.65
Switzerland,,,,1994,20.29
Switzerland,,,,1994,54.67
Switzerland,,,,1993,35.16
Switzerland,,,,1993,21.75
Switzerland,,,,1993,54
Switzerland,,,,1992,33.65
Switzerland,,,,1992,20.16
Switzerland,,,,1992,52.73
Switzerland,,,,1991,29.84
Switzerland,,,,1991,16.91
Switzerland,,,,1991,48.39
Chile,,,,2024,28.94
Chile,,,,2024,23.05
Chile,,,,2024,36.78
Chile,,,,2023,28.01
Chile,,,,2023,22.18
Chile,,,,2023,35.75
Chile,,,,2022,27.26
Chile,,,,2022,21.23
Chile,,,,2022,35.52
Chile,,,,2021,29.57
Chile,,,,2021,23.52
Chile,,,,2021,38.19
Chile,,,,2020,34.64
Chile,,,,2020,28.3
Chile,,,,2020,43.7
Chile,,,,2019,30.88
Chile,,,,2019,25.04
Chile,,,,2019,38.82
Chile,,,,2018,29.68
Chile,,,,2018,23.61
Chile,,,,2018,38.04
Chile,,,,2017,29.27
Chile,,,,2017,22.89
Chile,,,,2017,38.12
Chile,,,,2016,29.28
Chile,,,,2016,22.73
Chile,,,,2016,38.5
Chile,,,,2015,28.33
Chile,,,,2015,21.82
Chile,,,,2015,37.62
Chile,,,,2014,29.25
Chile,,,,2014,22.9
Chile,,,,2014,38.25
Chile,,,,2013,28.44
Chile,,,,2013,22.29
Chile,,,,2013,37.35
Chile,,,,2012,28.48
Chile,,,,2012,22.13
Chile,,,,2012,37.88
Chile,,,,2011,28.17
Chile,,,,2011,21.9
Chile,,,,2011,37.54
Chile,,,,2010,27.49
Chile,,,,2010,21.47
Chile,,,,2010,36.82
Chile,,,,2009,21.08
Chile,,,,2009,16.38
Chile,,,,2009,28.76
Chile,,,,2006,16.65
Chile,,,,2006,11.14
Chile,,,,2006,25.44
Chile,,,,2000,13.22
Chile,,,,2000,8.78
Chile,,,,2000,20.94
Chile,,,,1998,14.51
Chile,,,,1998,10.34
Chile,,,,1998,22.01
Chile,,,,1996,12.94
Chile,,,,1996,9.7
Chile,,,,1996,19.22
Chile,,,,1994,10.44
Chile,,,,1994,7.4
Chile,,,,1994,16.51
Chile,,,,1992,9.92
Chile,,,,1992,6.93
Chile,,,,1992,16.1
Chile,,,,1990,12.03
Chile,,,,1990,9.04
Chile,,,,1990,18.25
Côte d'Ivoire,,,,2019,30.53
Côte d'Ivoire,,,,2019,24.73
Côte d'Ivoire,,,,2019,38.41
Côte d'Ivoire,,,,2017,24.56
Côte d'Ivoire,,,,2017,19.08
Côte d'Ivoire,,,,2017,32.69
Côte d'Ivoire,,,,2016,35.17
Côte d'Ivoire,,,,2016,26.12
Côte d'Ivoire,,,,2016,47.18
Côte d'Ivoire,,,,2013,34.12
Côte d'Ivoire,,,,2013,29.06
Côte d'Ivoire,,,,2013,40.34
Côte d'Ivoire,,,,2012,23.61
Côte d'Ivoire,,,,2012,22.65
Côte d'Ivoire,,,,2012,24.73
Cameroon,,,,2010,37.22
Cameroon,,,,2010,31.93
Cameroon,,,,2010,43
"Congo, Democratic Republic of the",,,,2020,45.82
"Congo, Democratic Republic of the",,,,2020,44.96
"Congo, Democratic Republic of the",,,,2020,46.72
"Congo, Democratic Republic of the",,,,2012,46.19
"Congo, Democratic Republic of the",,,,2012,44.22
"Congo, Democratic Republic of the",,,,2012,48.2
"Congo, Democratic Republic of the",,,,2005,49.91
"Congo, Democratic Republic of the",,,,2005,47.61
"Congo, Democratic Republic of the",,,,2005,52.16
Congo,,,,2009,18.81
Congo,,,,2009,19.65
Congo,,,,2009,18.14
Cook Islands,,,,2019,16.76
Cook Islands,,,,2019,13.94
Cook Islands,,,,2019,20.05
Cook Islands,,,,2016,23.22
Cook Islands,,,,2016,22.9
Cook Islands,,,,2016,23.59
Colombia,,,,2024,22.21
Colombia,,,,2024,16.14
Colombia,,,,2024,30.79
Colombia,,,,2023,21.54
Colombia,,,,2023,15.47
Colombia,,,,2023,30.15
Colombia,,,,2022,20.78
Colombia,,,,2022,15.3
Colombia,,,,2022,28.72
Colombia,,,,2021,26.18
Colombia,,,,2021,19.7
Colombia,,,,2021,36.14
Colombia,,,,2020,34.05
Colombia,,,,2020,28.12
Colombia,,,,2020,43.25
Colombia,,,,2019,26.88
Colombia,,,,2019,19.14
Colombia,,,,2019,37.95
Colombia,,,,2018,25.65
Colombia,,,,2018,17.59
Colombia,,,,2018,37.1
Colombia,,,,2017,26.81
Colombia,,,,2017,18.87
Colombia,,,,2017,37.96
Colombia,,,,2016,26.29
Colombia,,,,2016,18.18
Colombia,,,,2016,37.64
Colombia,,,,2015,26.98
Colombia,,,,2015,18.74
Colombia,,,,2015,38.51
Colombia,,,,2014,27.08
Colombia,,,,2014,19.19
Colombia,,,,2014,38.19
Colombia,,,,2013,27.94
Colombia,,,,2013,19.78
Colombia,,,,2013,39.44
Colombia,,,,2012,27.8
Colombia,,,,2012,19.56
Colombia,,,,2012,39.48
Colombia,,,,2011,26.14
Colombia,,,,2011,18.27
Colombia,,,,2011,37.5
Colombia,,,,2010,25.26
Colombia,,,,2010,17.66
Colombia,,,,2010,36.33
Colombia,,,,2009,24.23
Colombia,,,,2009,16.93
Colombia,,,,2009,35.21
Colombia,,,,2008,22.28
Colombia,,,,2008,15.82
Colombia,,,,2008,32.31
Colombia,,,,2007,22.97
Colombia,,,,2007,16.98
Colombia,,,,2007,32.36
Colombia,,,,2005,27.03
Colombia,,,,2005,20.35
Colombia,,,,2005,37.47
Colombia,,,,2004,28.71
Colombia,,,,2004,21.48
Colombia,,,,2004,39.97
Colombia,,,,2003,28.67
Colombia,,,,2003,21.47
Colombia,,,,2003,39.69
Colombia,,,,2002,30.44
Colombia,,,,2002,22.81
Colombia,,,,2002,42.35
Comoros,,,,2021,19.87
Comoros,,,,2021,18.16
Comoros,,,,2021,22.09
Comoros,,,,2014,24.23
Comoros,,,,2014,21.46
Comoros,,,,2014,28.78
Cabo Verde,,,,2018,23.68
Cabo Verde,,,,2018,20.05
Cabo Verde,,,,2018,28.23
Cabo Verde,,,,2017,22.09
Cabo Verde,,,,2017,20.07
Cabo Verde,,,,2017,24.64
Cabo Verde,,,,2009,18.74
Cabo Verde,,,,2009,14.87
Cabo Verde,,,,2009,23.33
Costa Rica,,,,2024,22.2
Costa Rica,,,,2024,16.22
Costa Rica,,,,2024,31.44
Costa Rica,,,,2023,21.27
Costa Rica,,,,2023,15.75
Costa Rica,,,,2023,30.41
Costa Rica,,,,2022,23.13
Costa Rica,,,,2022,16.46
Costa Rica,,,,2022,33.62
Costa Rica,,,,2021,27.04
Costa Rica,,,,2021,20.98
Costa Rica,,,,2021,36.94
Costa Rica,,,,2020,34.45
Costa Rica,,,,2020,29.87
Costa Rica,,,,2020,42.06
Costa Rica,,,,2019,28.03
Costa Rica,,,,2019,20.63
Costa Rica,,,,2019,39.51
Costa Rica,,,,2018,25.59
Costa Rica,,,,2018,17.81
Costa Rica,,,,2018,38.43
Costa Rica,,,,2017,24.5
Costa Rica,,,,2017,18.06
Costa Rica,,,,2017,35.39
Costa Rica,,,,2016,23.39
Costa Rica,,,,2016,17.2
Costa Rica,,,,2016,33.8
Costa Rica,,,,2015,26.36
Costa Rica,,,,2015,19.29
Costa Rica,,,,2015,37.6
Costa Rica,,,,2014,27.23
Costa Rica,,,,2014,19.99
Costa Rica,,,,2014,38.69
Costa Rica,,,,2013,26.78
Costa Rica,,,,2013,19.12
Costa Rica,,,,2013,38.68
Costa Rica,,,,2012,21.82
Costa Rica,,,,2012,14.82
Costa Rica,,,,2012,32.88
Costa Rica,,,,2011,19.06
Costa Rica,,,,2011,13.78
Costa Rica,,,,2011,28.11
Costa Rica,,,,2010,24.69
Costa Rica,,,,2010,17.32
Costa Rica,,,,2010,36.53
Cuba,,,,2010,1.99
Cuba,,,,2010,1.24
Cuba,,,,2010,3.2
Cuba,,,,2009,2.26
Cuba,,,,2009,1.45
Cuba,,,,2009,3.57
Curaçao,,,,2018,21.89
Curaçao,,,,2018,18.14
Curaçao,,,,2018,25.43
Cayman Islands,,,,2015,5.49
Cayman Islands,,,,2015,5.01
Cayman Islands,,,,2015,6.01
Cyprus,,,,2023,29.22
Cyprus,,,,2023,25.84
Cyprus,,,,2023,32.81
Cyprus,,,,2022,33.48
Cyprus,,,,2022,29.86
Cyprus,,,,2022,37.53
Cyprus,,,,2021,34.89
Cyprus,,,,2021,32.14
Cyprus,,,,2021,38
Cyprus,,,,2020,36.35
Cyprus,,,,2020,33.12
Cyprus,,,,2020,40.02
Cyprus,,,,2019,31.04
Cyprus,,,,2019,26.91
Cyprus,,,,2019,35.71
Cyprus,,,,2018,28.84
Cyprus,,,,2018,24.9
Cyprus,,,,2018,33.18
Cyprus,,,,2017,29.72
Cyprus,,,,2017,25.81
Cyprus,,,,2017,33.97
Cyprus,,,,2016,31.06
Cyprus,,,,2016,28.43
Cyprus,,,,2016,33.89
Cyprus,,,,2015,33.78
Cyprus,,,,2015,30.88
Cyprus,,,,2015,36.83
Cyprus,,,,2014,34.76
Cyprus,,,,2014,31.92
Cyprus,,,,2014,37.72
Cyprus,,,,2013,32.7
Cyprus,,,,2013,31.09
Cyprus,,,,2013,34.44
Cyprus,,,,2012,27.37
Cyprus,,,,2012,25.34
Cyprus,,,,2012,29.61
Cyprus,,,,2011,28.95
Cyprus,,,,2011,26.73
Cyprus,,,,2011,31.39
Cyprus,,,,2010,29.02
Cyprus,,,,2010,26.15
Cyprus,,,,2010,32.23
Cyprus,,,,2009,31.79
Cyprus,,,,2009,28.05
Cyprus,,,,2009,36.08
Cyprus,,,,2008,27.85
Cyprus,,,,2008,24.54
Cyprus,,,,2008,31.96
Cyprus,,,,2007,26.96
Cyprus,,,,2007,23.24
Cyprus,,,,2007,31.59
Cyprus,,,,2006,26.38
Cyprus,,,,2006,22.61
Cyprus,,,,2006,31.19
Cyprus,,,,2005,28.68
Cyprus,,,,2005,24.34
Cyprus,,,,2005,34.37
Cyprus,,,,2004,28.4
Cyprus,,,,2004,24.06
Cyprus,,,,2004,34.04
Cyprus,,,,2003,32.28
Cyprus,,,,2003,27.48
Cyprus,,,,2003,38.28
Cyprus,,,,2002,30
Cyprus,,,,2002,25.97
Cyprus,,,,2002,35.14
Cyprus,,,,2001,28.88
Cyprus,,,,2001,25.58
Cyprus,,,,2001,33.24
Cyprus,,,,2000,26.6
Cyprus,,,,2000,22.72
Cyprus,,,,2000,32.06
Cyprus,,,,1999,28.22
Cyprus,,,,1999,23.83
Cyprus,,,,1999,34.66
Czechia,,,,2023,30.74
Czechia,,,,2023,25.26
Czechia,,,,2023,37.73
Czechia,,,,2022,29.97
Czechia,,,,2022,23.82
Czechia,,,,2022,37.72
Czechia,,,,2021,28.7
Czechia,,,,2021,23.69
Czechia,,,,2021,35.07
Czechia,,,,2020,33.9
Czechia,,,,2020,28.71
Czechia,,,,2020,40.5
Czechia,,,,2019,28.37
Czechia,,,,2019,23.16
Czechia,,,,2019,34.9
Czechia,,,,2018,28.2
Czechia,,,,2018,22.88
Czechia,,,,2018,34.88
Czechia,,,,2017,28.19
Czechia,,,,2017,22.43
Czechia,,,,2017,35.47
Czechia,,,,2016,25.69
Czechia,,,,2016,20.72
Czechia,,,,2016,32
Czechia,,,,2015,28.62
Czechia,,,,2015,23.76
Czechia,,,,2015,34.87
Czechia,,,,2014,26.2
Czechia,,,,2014,21.39
Czechia,,,,2014,32.49
Czechia,,,,2013,26.68
Czechia,,,,2013,21.58
Czechia,,,,2013,33.32
Czechia,,,,2012,24.46
Czechia,,,,2012,19.81
Czechia,,,,2012,30.58
Czechia,,,,2011,23.5
Czechia,,,,2011,18.5
Czechia,,,,2011,30.12
Czechia,,,,2010,21.91
Czechia,,,,2010,17.49
Czechia,,,,2010,27.83
Czechia,,,,2009,22.78
Czechia,,,,2009,18.41
Czechia,,,,2009,28.63
Czechia,,,,2008,19.33
Czechia,,,,2008,14.89
Czechia,,,,2008,25.27
Czechia,,,,2007,19.27
Czechia,,,,2007,14.72
Czechia,,,,2007,25.29
Czechia,,,,2006,18.98
Czechia,,,,2006,14.52
Czechia,,,,2006,24.83
Czechia,,,,2005,18.65
Czechia,,,,2005,14.21
Czechia,,,,2005,24.48
Czechia,,,,2004,19.84
Czechia,,,,2004,15.51
Czechia,,,,2004,25.49
Czechia,,,,2003,20.6
Czechia,,,,2003,15.83
Czechia,,,,2003,26.86
Czechia,,,,2002,19.02
Czechia,,,,2002,14.56
Czechia,,,,2002,24.86
Czechia,,,,2001,17.61
Czechia,,,,2001,13.96
Czechia,,,,2001,22.37
Czechia,,,,2000,17.13
Czechia,,,,2000,13.33
Czechia,,,,2000,22.07
Czechia,,,,1999,16.63
Czechia,,,,1999,12.74
Czechia,,,,1999,21.69
Czechia,,,,1998,18.02
Czechia,,,,1998,14.21
Czechia,,,,1998,22.99
Czechia,,,,1997,18.08
Czechia,,,,1997,14.21
Czechia,,,,1997,23.1
Czechia,,,,1996,17.29
Czechia,,,,1996,13.65
Czechia,,,,1996,21.99
Czechia,,,,1995,17.18
Czechia,,,,1995,13.25
Czechia,,,,1995,22.21
Czechia,,,,1994,17.64
Czechia,,,,1994,13.98
Czechia,,,,1994,22.3
Czechia,,,,1993,18.33
Czechia,,,,1993,14.9
Czechia,,,,1993,22.71
Germany,,,,2023,43.71
Germany,,,,2023,29.21
Germany,,,,2023,60.15
Germany,,,,2022,42.9
Germany,,,,2022,28.72
Germany,,,,2022,59.03
Germany,,,,2021,42.83
Germany,,,,2021,28.71
Germany,,,,2021,58.98
Germany,,,,2020,43.27
Germany,,,,2020,29.2
Germany,,,,2020,59.32
Germany,,,,2019,41.17
Germany,,,,2019,26.6
Germany,,,,2019,57.83
Germany,,,,2018,40.77
Germany,,,,2018,26.25
Germany,,,,2018,57.46
Germany,,,,2017,40.79
Germany,,,,2017,26.21
Germany,,,,2017,57.54
Germany,,,,2016,39.71
Germany,,,,2016,24.89
Germany,,,,2016,56.75
Germany,,,,2015,40.46
Germany,,,,2015,25.67
Germany,,,,2015,57.38
Germany,,,,2014,40.51
Germany,,,,2014,25.94
Germany,,,,2014,57.22
Germany,,,,2013,40.73
Germany,,,,2013,26.03
Germany,,,,2013,57.62
Germany,,,,2012,40.1
Germany,,,,2012,25.46
Germany,,,,2012,57.1
Germany,,,,2011,39.21
Germany,,,,2011,24.21
Germany,,,,2011,56.46
Germany,,,,2010,38.76
Germany,,,,2010,23.7
Germany,,,,2010,56.38
Germany,,,,2009,39.01
Germany,,,,2009,24.42
Germany,,,,2009,56.11
Germany,,,,2008,36.33
Germany,,,,2008,21.45
Germany,,,,2008,54.28
Germany,,,,2007,35.51
Germany,,,,2007,19.98
Germany,,,,2007,53.96
Germany,,,,2006,35.55
Germany,,,,2006,20.25
Germany,,,,2006,54.07
Germany,,,,2005,34.46
Germany,,,,2005,19.4
Germany,,,,2005,52.82
Germany,,,,2004,29.21
Germany,,,,2004,12.93
Germany,,,,2004,49.12
Germany,,,,2003,28.2
Germany,,,,2003,11.75
Germany,,,,2003,48.36
Germany,,,,2002,26.76
Germany,,,,2002,10.86
Germany,,,,2002,46.55
Germany,,,,2001,26.54
Germany,,,,2001,10.63
Germany,,,,2001,46.61
Germany,,,,2000,26.16
Germany,,,,2000,10.76
Germany,,,,2000,45.94
Germany,,,,1999,25.14
Germany,,,,1999,9.97
Germany,,,,1999,44.81
Germany,,,,1998,24.59
Germany,,,,1998,9.92
Germany,,,,1998,43.97
Germany,,,,1997,23.91
Germany,,,,1997,9.66
Germany,,,,1997,42.88
Germany,,,,1996,22.54
Germany,,,,1996,8.74
Germany,,,,1996,41.03
Germany,,,,1995,22.28
Germany,,,,1995,8.95
Germany,,,,1995,40.51
Germany,,,,1994,21.14
Germany,,,,1994,8.28
Germany,,,,1994,38.93
Germany,,,,1993,20.54
Germany,,,,1993,8.38
Germany,,,,1993,37.53
Germany,,,,1992,20.11
Germany,,,,1992,8.2
Germany,,,,1992,36.74
Germany,,,,1991,20.65
Germany,,,,1991,8.53
Germany,,,,1991,37.41
Germany,,,,1990,20.52
Germany,,,,1990,8.03
Germany,,,,1990,38.96
Germany,,,,1989,18.8
Germany,,,,1989,7.72
Germany,,,,1989,36.09
Germany,,,,1988,17.92
Germany,,,,1988,6.99
Germany,,,,1988,34.98
Germany,,,,1987,18.06
Germany,,,,1987,7.73
Germany,,,,1987,34.17
Germany,,,,1986,16.68
Germany,,,,1986,6.05
Germany,,,,1986,33.29
Germany,,,,1985,18.14
Germany,,,,1985,7.71
Germany,,,,1985,34.43
Germany,,,,1984,18.47
Germany,,,,1984,8.41
Germany,,,,1984,34.44
Germany,,,,1983,19.66
Germany,,,,1983,8.42
Germany,,,,1983,37.53
Denmark,,,,2023,44
Denmark,,,,2023,35.09
Denmark,,,,2023,53.9
Denmark,,,,2022,44.07
Denmark,,,,2022,35.17
Denmark,,,,2022,53.94
Denmark,,,,2021,43.08
Denmark,,,,2021,34.08
Denmark,,,,2021,53.26
Denmark,,,,2020,43.98
Denmark,,,,2020,35.1
Denmark,,,,2020,54.02
Denmark,,,,2019,44.3
Denmark,,,,2019,34.9
Denmark,,,,2019,54.97
Denmark,,,,2018,42.58
Denmark,,,,2018,32.76
Denmark,,,,2018,53.67
Denmark,,,,2017,43.51
Denmark,,,,2017,33.76
Denmark,,,,2017,54.47
Denmark,,,,2016,44.27
Denmark,,,,2016,34.52
Denmark,,,,2016,55.25
Denmark,,,,2015,42.44
Denmark,,,,2015,32.72
Denmark,,,,2015,53.53
Denmark,,,,2014,42.84
Denmark,,,,2014,33.02
Denmark,,,,2014,53.87
Denmark,,,,2013,43.23
Denmark,,,,2013,33
Denmark,,,,2013,54.57
Denmark,,,,2012,42.83
Denmark,,,,2012,32.71
Denmark,,,,2012,54.06
Denmark,,,,2011,42.29
Denmark,,,,2011,31.04
Denmark,,,,2011,54.85
Denmark,,,,2010,43.6
Denmark,,,,2010,32.57
Denmark,,,,2010,55.74
Denmark,,,,2009,44.37
Denmark,,,,2009,34.15
Denmark,,,,2009,55.68
Denmark,,,,2008,43.42
Denmark,,,,2008,33.19
Denmark,,,,2008,55.13
Denmark,,,,2007,43.54
Denmark,,,,2007,32.94
Denmark,,,,2007,55.61
Denmark,,,,2006,44.07
Denmark,,,,2006,32.99
Denmark,,,,2006,56.72
Denmark,,,,2005,43.04
Denmark,,,,2005,32.27
Denmark,,,,2005,55.38
Denmark,,,,2004,48.49
Denmark,,,,2004,37.9
Denmark,,,,2004,60.69
Denmark,,,,2003,46.81
Denmark,,,,2003,37.47
Denmark,,,,2003,57.65
Denmark,,,,2002,42.35
Denmark,,,,2002,32.03
Denmark,,,,2002,54.09
Denmark,,,,2001,46.06
Denmark,,,,2001,36.26
Denmark,,,,2001,57.39
Denmark,,,,2000,50.22
Denmark,,,,2000,40.14
Denmark,,,,2000,61.77
Denmark,,,,1999,39.86
Denmark,,,,1999,28.61
Denmark,,,,1999,53.02
Denmark,,,,1998,48.53
Denmark,,,,1998,39.47
Denmark,,,,1998,59.2
Denmark,,,,1997,44.76
Denmark,,,,1997,35.7
Denmark,,,,1997,55.64
Denmark,,,,1996,47.31
Denmark,,,,1996,37.08
Denmark,,,,1996,59.83
Denmark,,,,1995,48.1
Denmark,,,,1995,38.16
Denmark,,,,1995,60.43
Denmark,,,,1994,41.4
Denmark,,,,1994,31.11
Denmark,,,,1994,53.61
Denmark,,,,1993,43.1
Denmark,,,,1993,32.29
Denmark,,,,1993,55.45
Denmark,,,,1992,43.16
Denmark,,,,1992,31.84
Denmark,,,,1992,56.24
Denmark,,,,1991,45.85
Denmark,,,,1991,35.57
Denmark,,,,1991,57.86
Denmark,,,,1990,39.42
Denmark,,,,1990,27.42
Denmark,,,,1990,53.55
Denmark,,,,1989,45.13
Denmark,,,,1989,33.89
Denmark,,,,1989,58.6
Denmark,,,,1988,43.95
Denmark,,,,1988,31.88
Denmark,,,,1988,58.43
Denmark,,,,1987,41.46
Denmark,,,,1987,29.31
Denmark,,,,1987,55.99
Denmark,,,,1986,46.59
Denmark,,,,1986,35.01
Denmark,,,,1986,60.67
Denmark,,,,1985,41.12
Denmark,,,,1985,27.95
Denmark,,,,1985,57.31
